##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_014280035.1	PRJNA224116	SAMN13641331	na	na	1866938	1866938	Synechococcus sp. A18-25c	strain=A18-25c	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428003v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/035/GCF_014280035.1_ASM1428003v1	na	na	na	haploid	bacteria	2511360	2511360	58.000000	1	1	1	NCBI RefSeq	GCF_014280035.1-RS_2024_08_17	2024-08-17	2722	2659	54	na
GCF_014280075.1	PRJNA224116	SAMN13641338	na	na	1050657	1050657	Synechococcus sp. A15-62	strain=A15-62	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428007v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/075/GCF_014280075.1_ASM1428007v1	na	na	na	haploid	bacteria	2294140	2294140	60.000000	1	1	1	NCBI RefSeq	GCF_014280075.1-RS_2024_08_17	2024-08-17	2607	2531	54	na
GCF_014280095.1	PRJNA224116	SAMN13641355	na	na	1050655	1050655	Synechococcus sp. A15-60	strain=A15-60	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428009v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/095/GCF_014280095.1_ASM1428009v1	na	na	na	haploid	bacteria	2543402	2543402	58.000000	1	1	1	NCBI RefSeq	GCF_014280095.1-RS_2024_08_16	2024-08-16	2755	2689	53	na
GCF_014280115.1	PRJNA224116	SAMN13641350	na	na	1050646	1050646	Synechococcus sp. A15-44	strain=A15-44	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428011v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/115/GCF_014280115.1_ASM1428011v1	na	na	na	haploid	bacteria	2621965	2621965	61.000000	1	1	1	NCBI RefSeq	GCF_014280115.1-RS_2024_08_17	2024-08-17	2958	2848	58	na
GCF_014280175.1	PRJNA224116	SAMN13641357	na	na	1050638	1050638	Synechococcus sp. A15-28	strain=A15-28	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428017v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/175/GCF_014280175.1_ASM1428017v1	na	na	na	haploid	bacteria	2341586	2341586	60.000000	1	1	1	NCBI RefSeq	GCF_014280175.1-RS_2024_07_01	2024-07-01	2648	2579	54	na
GCF_014280195.1	PRJNA224116	SAMN13641328	na	na	1050635	1050635	Synechococcus sp. A15-24	strain=A15-24	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428019v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/195/GCF_014280195.1_ASM1428019v1	na	na	na	haploid	bacteria	2305373	2305373	59.500000	1	1	1	NCBI RefSeq	GCF_014280195.1-RS_2024_07_01	2024-07-01	2611	2538	54	na
GCF_014280215.1	PRJNA224116	SAMN13641340	na	na	1050624	1050624	Synechococcus sp. A15-127	strain=A15-127	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428021v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/215/GCF_014280215.1_ASM1428021v1	na	na	na	haploid	bacteria	2543463	2543463	60.500000	1	1	1	NCBI RefSeq	GCF_014280215.1-RS_2024_08_17	2024-08-17	2707	2641	53	na
GCF_014280235.1	PRJNA224116	SAMN13641348	na	na	261284	261284	Cyanobium sp. NS01	strain=NS01	na	latest	Complete Genome	Major	Full	2020-08-24	ASM1428023v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014280235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/280/235/GCF_014280235.1_ASM1428023v1	na	na	na	haploid	bacteria	2748087	2748087	68.000000	1	1	1	NCBI RefSeq	GCF_014280235.1-RS_2024_08_17	2024-08-17	2875	2778	58	na
GCF_014304795.1	PRJNA224116	SAMN13641356	na	na	59932	59932	Synechococcus sp. WH 8101	strain=WH 8101	na	latest	Complete Genome	Major	Full	2020-08-26	ASM1430479v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014304795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/304/795/GCF_014304795.1_ASM1430479v1	na	na	na	haploid	bacteria	2623023	2623023	63.500000	1	1	1	NCBI RefSeq	GCF_014304795.1-RS_2024_08_17	2024-08-17	2828	2748	53	na
GCF_014304815.1	PRJNA224116	SAMN13641330	na	na	166309	166309	Synechococcus sp. MIT S9220	strain=MIT S9220	na	latest	Complete Genome	Major	Full	2020-08-26	ASM1430481v1	Station Biologique de Roscoff (CNRS - Sorbonne University)	GCA_014304815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/304/815/GCF_014304815.1_ASM1430481v1	na	na	na	haploid	bacteria	2424175	2424175	56.500000	1	1	1	NCBI RefSeq	GCF_014304815.1-RS_2024_08_17	2024-08-17	2674	2605	53	na
GCF_014489415.1	PRJNA224116	SAMN15834505	na	reference genome	2666332	747548	Cylindrospermopsis curvispora GIHE-G1	strain=GIHE-G1	na	latest	Complete Genome	Major	Full	2020-09-06	ASM1448941v1	Gyeonggi Provincial Institute of Health and Environment	GCA_014489415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/489/415/GCF_014489415.1_ASM1448941v1	na	na	na	haploid	bacteria	4057210	4057210	40.000000	2	2	2	NCBI RefSeq	GCF_014489415.1-RS_2024_12_11	2024-12-11	3651	3509	55	na
GCF_015840335.1	PRJNA224116	SAMN15824355	na	na	1353147	1353147	Synechococcus sp. CBW1108	strain=CBW1108	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584033v1	University of Maryland Center For Environmental Science	GCA_015840335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/335/GCF_015840335.1_ASM1584033v1	na	na	na	haploid	bacteria	3226220	3226220	63.500000	1	1	1	NCBI RefSeq	GCF_015840335.1-RS_2024_08_17	2024-08-17	3545	3393	55	na
GCF_015840525.1	PRJNA224116	SAMN15824354	na	na	1353138	1353138	Synechococcus sp. CBW1006	strain=CBW1006	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584052v1	University of Maryland Center For Environmental Science	GCA_015840525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/525/GCF_015840525.1_ASM1584052v1	na	na	na	haploid	bacteria	3860130	3860130	64.500000	1	1	1	NCBI RefSeq	GCF_015840525.1-RS_2024_08_17	2024-08-17	3881	3718	60	na
GCF_015840715.1	PRJNA224116	SAMN15824353	na	na	1353136	1353136	Synechococcus sp. CBW1004	strain=CBW1004	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584071v1	University of Maryland Center For Environmental Science	GCA_015840715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/715/GCF_015840715.1_ASM1584071v1	na	na	na	haploid	bacteria	3672318	3672318	67.000000	1	1	1	NCBI RefSeq	GCF_015840715.1-RS_2024_08_16	2024-08-16	3506	3387	59	na
GCF_015840915.1	PRJNA224116	SAMN15824352	na	na	1353134	1353134	Synechococcus sp. CBW1002	strain=CBW1002	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584091v1	University of Maryland Center For Environmental Science	GCA_015840915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/915/GCF_015840915.1_ASM1584091v1	na	na	na	haploid	bacteria	3854122	3854122	64.500000	1	1	1	NCBI RefSeq	GCF_015840915.1-RS_2024_08_17	2024-08-17	3889	3721	58	na
GCF_015841355.1	PRJNA224116	SAMN16790668	na	na	2789857	2789857	Synechococcus sp. CBW1107	strain=CBW1107	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584135v1	University of Maryland Center For Environmental Science	GCA_015841355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/841/355/GCF_015841355.1_ASM1584135v1	na	na	na	haploid	bacteria	3202093	3202093	66.500000	1	1	1	NCBI RefSeq	GCF_015841355.1-RS_2024_08_17	2024-08-17	3377	3279	53	na
GCF_016403105.1	PRJNA224116	SAMN13008645	na	na	1115757	1115757	Leptolyngbya sp. BL0902	strain=BL0902	na	latest	Complete Genome	Major	Full	2020-12-26	ASM1640310v1	Chinese Academy of Sciences	GCA_016403105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/403/105/GCF_016403105.1_ASM1640310v1	na	na	na	haploid	bacteria	4710209	4710209	57.500000	6	6	6	NCBI RefSeq	GCF_016403105.1-RS_2025_01_08	2025-01-08	4181	4080	53	na
GCF_016446395.1	PRJNA224116	SAMN14525496	na	na	222819	222819	[Phormidium] sp. ETS-05	strain=ETS-05	na	latest	Complete Genome	Major	Full	2020-12-30	ASM1644639v1	University of Padova	GCA_016446395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/446/395/GCF_016446395.1_ASM1644639v1	na	na	na	haploid	bacteria	6286783	6286783	49.500000	1	1	1	NCBI RefSeq	GCF_016446395.1-RS_2024_09_22	2024-09-22	5699	5436	64	33076380
GCF_016919485.1	PRJNA224116	SAMN17865207	na	na	2811482	2811482	Thermoleptolyngbya sp. PKUAC-SCTB121	strain=PKUAC-SCTB121	na	latest	Complete Genome	Major	Full	2021-02-23	ASM1691948v1	Peking University	GCA_016919485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/919/485/GCF_016919485.1_ASM1691948v1	na	na	na	haploid	bacteria	5490383	5490383	56.500000	1	1	1	NCBI RefSeq	GCF_016919485.1-RS_2024_11_06	2024-11-06	4539	4383	55	na
GCF_017086385.1	PRJNA224116	SAMN17981212	na	na	2813673	2813673	Thermosynechococcus sp. TA-1	strain=TA-1	na	latest	Complete Genome	Major	Full	2021-03-01	ASM1708638v1	Academia Sinica	GCA_017086385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/086/385/GCF_017086385.1_ASM1708638v1	na	na	na	haploid	bacteria	2658717	2658717	53.500000	1	1	1	NCBI RefSeq	GCF_017086385.1-RS_2024_11_06	2024-11-06	2618	2527	49	na
GCF_018139025.1	PRJNA224116	SAMN18628978	na	na	1524929	77022	Cylindrospermopsis raciborskii N8	strain=N8	na	latest	Complete Genome	Major	Full	2021-04-25	ASM1813902v1	Jinan University	GCA_018139025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/139/025/GCF_018139025.1_ASM1813902v1	na	na	na	haploid	bacteria	3857174	3857174	40.000000	1	1	1	NCBI RefSeq	GCF_018139025.1-RS_2025_04_10	2025-04-10	3473	3325	55	na
GCF_018282115.1	PRJNA224116	SAMN14786169	na	na	2732530	2732530	Synechocystis sp. PCC 7338	strain=PCC 7338	na	latest	Complete Genome	Major	Full	2021-05-05	ASM1828211v1	KAIST	GCA_018282115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/282/115/GCF_018282115.1_ASM1828211v1	na	na	na	haploid	bacteria	3832803	3832803	47.500000	4	4	4	NCBI RefSeq	GCF_018282115.1-RS_2024_08_25	2024-08-25	3631	3506	52	na
GCF_018336915.1	PRJNA224116	SAMN15662376	na	na	2762553	155978	Acaryochloris marina S15	strain=S15	na	latest	Complete Genome	Major	Full	2021-05-11	ASM1833691v1	University of Montana	GCA_018336915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/336/915/GCF_018336915.1_ASM1833691v1	na	na	na	haploid	bacteria	7112772	7112772	47.000000	7	7	7	NCBI RefSeq	GCF_018336915.1-RS_2024_11_06	2024-11-06	6409	6128	81	na
GCF_018389385.1	PRJNA224116	SAMN16265294	na	reference genome	2778476	2857077	Anthocerotibacter panamensis C109	strain=C109	na	latest	Complete Genome	Major	Full	2021-05-17	ASM1838938v1	Cornell University	GCA_018389385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/389/385/GCF_018389385.1_ASM1838938v1	na	assembly from type material	na	haploid	bacteria	4187797	4187797	55.500000	1	1	1	NCBI RefSeq	GCF_018389385.1-RS_2024_10_11	2024-10-11	4015	3901	52	33989529
GCF_018845095.1	PRJNA224116	SAMN18375591	na	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803	na	latest	Complete Genome	Major	Full	2021-06-11	ASM1884509v1	Technical University of Munich	GCA_018845095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/845/095/GCF_018845095.1_ASM1884509v1	na	na	na	haploid	bacteria	3947544	3947544	47.500000	7	7	7	NCBI RefSeq	GCF_018845095.1-RS_2024_08_24	2024-08-24	3741	3623	51	33941908
GCF_019056575.1	PRJNA224116	SAMN06603501	na	reference genome	1357546	1357545	Richelia sinica FACHB-800	strain=FACHB 800	na	latest	Complete Genome	Major	Full	2021-06-29	ASM1905657v1	Chinese Academy of Sciences	GCA_019056575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/056/575/GCF_019056575.1_ASM1905657v1	na	na	na	haploid	bacteria	5729487	5729487	39.500000	1	1	1	NCBI RefSeq	GCF_019056575.1-RS_2025_03_08	2025-03-08	4848	4664	66	na
GCF_019704275.1	PRJNA224116	SAMD00294438	na	na	1126	1126	Microcystis aeruginosa	strain=NIES-88	na	latest	Complete Genome	Major	Full	2021-05-18	ASM1970427v1	Hokkaido University	GCA_019704275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/704/275/GCF_019704275.1_ASM1970427v1	na	na	na	haploid	bacteria	5501105	5501105	42.500000	3	3	3	NCBI RefSeq	GCF_019704275.1-RS_2024_09_26	2024-09-26	5602	5071	52	na
GCF_019891175.1	PRJNA224116	SAMN18435728	na	reference genome	2016068	2917832	Leptothermofonsia sichuanensis E412	strain=E412	na	latest	Complete Genome	Major	Full	2021-09-07	ASM1989117v1	Chengdu University	GCA_019891175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/891/175/GCF_019891175.1_ASM1989117v1	na	assembly from type material	na	haploid	bacteria	6426061	6426061	51.000000	1	1	1	NCBI RefSeq	GCF_019891175.1-RS_2024_10_11	2024-10-11	5653	5422	85	na
GCF_019924095.1	PRJNA224116	SAMN16551562	na	na	2782213	2782213	Synechocystis sp. PCC 7339	strain=PCC 7339	na	latest	Complete Genome	Major	Full	2021-09-10	ASM1992409v1	KAIST	GCA_019924095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/095/GCF_019924095.1_ASM1992409v1	na	na	na	haploid	bacteria	3876863	3876863	47.500000	3	3	3	NCBI RefSeq	GCF_019924095.1-RS_2024_08_18	2024-08-18	3741	3591	52	na
GCF_019976755.1	PRJNA224116	SAMD00242822	na	na	2764711	2764711	Nostoc sp. MS1	strain=MS1	na	latest	Complete Genome	Major	Full	2021-09-10	ASM1997675v1	Tokyo Universtiy of Agriculture and Technology	GCA_019976755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/976/755/GCF_019976755.1_ASM1997675v1	na	na	na	haploid	bacteria	7901148	7901148	40.500000	6	6	6	NCBI RefSeq	GCF_019976755.1-RS_2025_01_19	2025-01-19	7043	6770	108	na
GCF_020091585.1	PRJNA224116	SAMN21366140	na	reference genome	2653194	2931930	Kovacikia minuta CCNUW1	strain=CCNU0001	na	latest	Complete Genome	Major	Full	2021-09-22	ASM2009158v1	Central China Normal University	GCA_020091585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/091/585/GCF_020091585.1_ASM2009158v1	na	assembly from type material	na	haploid	bacteria	8564336	8564336	49.500000	3	3	3	NCBI RefSeq	GCF_020091585.1-RS_2024_10_11	2024-10-11	8277	7861	124	na
GCF_020885515.1	PRJNA224116	SAMD00256770	na	na	1285375	713887	cyanobacterium endosymbiont of Braarudosphaera bigelowii	na	CPSB-1	latest	Complete Genome	Major	Full	2021-10-16	BBES_1.0	National Institute for Environmental Studies	GCA_020885515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/515/GCF_020885515.1_BBES_1.0	na	na	na	haploid	bacteria	1491611	1491611	31.000000	1	1	1	NCBI RefSeq	GCF_020885515.1-RS_2025_07_20	2025-07-20	1241	1181	47	na
GCF_021018745.1	PRJNA224116	SAMN16538668	na	reference genome	2781736	2907343	Gloeobacter morelensis MG652769	na	MG652769	latest	Complete Genome	Major	Full	2021-12-01	ASM2101874v1	The George Washington University	GCA_021018745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/018/745/GCF_021018745.1_ASM2101874v1	na	assembly from type material	na	haploid	bacteria	5102396	5102396	61.500000	3	3	3	NCBI RefSeq	GCF_021018745.1-RS_2025_03_08	2025-03-08	4975	4833	51	34850891
GCF_021172085.1	PRJNA224116	SAMN02469975	na	na	267865	1126	Microcystis aeruginosa FACHB-905 = DIANCHI905	strain=DIANCHI905	na	latest	Complete Genome	Major	Full	2021-12-13	ASM2117208v1	South China Normal University	GCA_021172085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/172/085/GCF_021172085.1_ASM2117208v1	na	na	na	haploid	bacteria	5103104	5103104	42.000000	1	1	1	NCBI RefSeq	GCF_021172085.1-RS_2025_03_19	2025-03-19	4912	4362	52	na
GCF_021379005.1	PRJNA224116	SAMN19136101	na	reference genome	2835870	2906798	Leptodesmis sichuanensis A121	strain=A121	na	latest	Complete Genome	Major	Full	2022-01-06	ASM2137900v1	Chengdu University	GCA_021379005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/379/005/GCF_021379005.1_ASM2137900v1	na	assembly from type material	na	haploid	bacteria	5348817	5348817	50.500000	1	1	1	NCBI RefSeq	GCF_021379005.1-RS_2024_10_11	2024-10-11	4999	4835	55	na
GCF_021497025.1	PRJNA224116	SAMN15047745	na	na	2740837	2740837	Acaryochloris sp. 'Moss Beach'	strain=Moss Beach	na	latest	Complete Genome	Major	Full	2022-01-18	ASM2149702v1	Northern Illinois University	GCA_021497025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/497/025/GCF_021497025.1_ASM2149702v1	na	na	na	haploid	bacteria	7254703	7254703	46.500000	11	11	11	NCBI RefSeq	GCF_021497025.1-RS_2024_11_06	2024-11-06	6908	6436	75	na
GCF_021650815.1	PRJNA224116	SAMN25143314	na	na	683357	77022	Cylindrospermopsis raciborskii KLL07	strain=KLL07	na	latest	Complete Genome	Major	Full	2022-01-27	ASM2165081v1	University of Haifa	GCA_021650815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/650/815/GCF_021650815.1_ASM2165081v1	na	na	na	haploid	bacteria	3808183	3808183	40.000000	1	1	1	NCBI RefSeq	GCF_021650815.1-RS_2024_08_13	2024-08-13	3388	3246	55	35049139
GCF_022063185.1	PRJNA224116	SAMN25514200	na	na	2914041	2914041	Nostoc sp. UHCC 0870	strain=UHCC 0870	na	latest	Complete Genome	Major	Full	2022-02-08	ASM2206318v1	University of Helsinki	GCA_022063185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/063/185/GCF_022063185.1_ASM2206318v1	na	na	na	haploid	bacteria	7172241	7172241	41.000000	12	12	12	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-06	6182	5943	64	na
GCF_022372495.1	PRJNA224116	SAMN25754657	na	na	462680	1184	Leptolyngbya boryana IU 594	strain=IU 594	na	latest	Complete Genome	Major	Full	2022-02-23	ASM2237249v1	University of Haifa	GCA_022372495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/372/495/GCF_022372495.1_ASM2237249v1	na	na	na	haploid	bacteria	7227162	7227162	47.000000	4	4	4	NCBI RefSeq	GCF_022372495.1-RS_2024_10_23	2024-10-23	6825	6662	83	na
GCF_022376295.1	PRJNA224116	SAMN15769246	na	reference genome	2761619	137816	Nodularia sphaerocarpa UHCC 0038	strain=UHCC 0038	na	latest	Complete Genome	Major	Full	2022-02-23	ASM2237629v1	University of Helsinki	GCA_022376295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/376/295/GCF_022376295.1_ASM2237629v1	na	na	na	haploid	bacteria	5451672	5451672	41.500000	1	1	1	NCBI RefSeq	GCF_022376295.1-RS_2025_03_28	2025-03-28	4561	4455	60	na
GCF_022869765.1	PRJNA224116	SAMN27121261	na	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803 substr. GT-T	na	latest	Complete Genome	Major	Full	2022-04-11	ASM2286976v1	University of Turku	GCA_022869765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/869/765/GCF_022869765.1_ASM2286976v1	na	na	na	haploid	bacteria	3569929	3569929	47.500000	1	1	1	NCBI RefSeq	GCF_022869765.1-RS_2024_07_21	2024-07-21	3347	3243	51	36792971
GCF_022984195.1	PRJNA224116	SAMN22215291	na	reference genome	269084	32046	Synechococcus elongatus PCC 6301	strain=PCC 6301	na	latest	Complete Genome	Major	Full	2022-04-14	ASM2298419v1	University of California, San Diego	GCA_022984195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/984/195/GCF_022984195.1_ASM2298419v1	na	assembly from type material	na	haploid	bacteria	2749599	2749599	55.500000	3	3	3	NCBI RefSeq	GCF_022984195.1-RS_2025_04_10	2025-04-10	2785	2722	55	na
GCF_023078835.1	PRJNA224116	SAMN24498209	na	na	2907159	2907159	Synechococcus sp. NB0720_010	strain=NB0720_010	na	latest	Complete Genome	Major	Full	2022-04-21	ASM2307883v1	Clark University	GCA_023078835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/078/835/GCF_023078835.1_ASM2307883v1	na	na	na	haploid	bacteria	2410448	2410448	63.000000	1	1	1	NCBI RefSeq	GCF_023078835.1-RS_2024_08_25	2024-08-25	2605	2538	58	na
GCF_023115425.1	PRJNA224116	SAMN27629822	na	na	2936507	2936507	Synechococcus sp. A10-1-5-1	strain=A10-1-5-1	na	latest	Complete Genome	Major	Full	2022-04-26	ASM2311542v1	Shandong University	GCA_023115425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/115/425/GCF_023115425.1_ASM2311542v1	na	na	na	haploid	bacteria	2404104	2404104	62.000000	1	1	1	NCBI RefSeq	GCF_023115425.1-RS_2024_08_25	2024-08-25	2652	2581	59	na
GCF_023546805.1	PRJNA224116	SAMN28200614	na	na	2653189	2653189	Chroococcidiopsis sp. CCNUC1	strain=CCNUC1	na	latest	Complete Genome	Major	Full	2022-05-25	ASM2354680v1	Central China Normal University	GCA_023546805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/546/805/GCF_023546805.1_ASM2354680v1	na	na	na	haploid	bacteria	6955760	6955760	44.500000	3	3	3	NCBI RefSeq	GCF_023546805.1-RS_2024_08_27	2024-08-27	6551	6271	58	na
GCF_023650955.1	PRJNA224116	SAMN28729105	na	na	2933959	2933959	Thermosynechococcus sp. HN-54	strain=HN-54	na	latest	Complete Genome	Major	Full	2022-06-06	ASM2365095v1	Guangdong Ocean University	GCA_023650955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/650/955/GCF_023650955.1_ASM2365095v1	na	na	na	haploid	bacteria	2705963	2705963	53.000000	1	1	1	NCBI RefSeq	GCF_023650955.1-RS_2024_11_06	2024-11-06	2656	2567	49	na
GCF_023734775.1	PRJNA224116	SAMD00439332	na	na	449208	1178	Nostoc cf. commune SO-36	strain=SO-36	na	latest	Complete Genome	Major	Full	2022-05-11	ASM2373477v1	Functional Genomics Section, Instrumental Research Support Office, Research Institute of Green Science and Technology, Shizuoka University	GCA_023734775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/734/775/GCF_023734775.1_ASM2373477v1	na	na	na	haploid	bacteria	7408262	7408262	41.500000	5	5	5	NCBI RefSeq	GCF_023734775.1-RS_2025_01_02	2025-01-02	6853	6052	68	36107269
GCF_023983615.1	PRJNA224116	SAMN28044976	na	reference genome	2940671	2974039	Phormidium yuhuli AB48	strain=AB48	na	latest	Complete Genome	Major	Full	2022-06-28	ASM2398361v1	University of British Columbia	GCA_023983615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/983/615/GCF_023983615.1_ASM2398361v1	na	assembly from type material	na	haploid	bacteria	4799068	4799068	51.500000	2	2	2	NCBI RefSeq	GCF_023983615.1-RS_2024_09_12	2024-09-12	4191	4100	54	na
GCF_024347835.1	PRJNA224116	SAMD00467986	na	na	2954813	155978	Acaryochloris marina MBIC10699	strain=MBIC10699	na	latest	Complete Genome	Major	Full	2022-07-08	ASM2434783v1	Nagoya University	GCA_024347835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/347/835/GCF_024347835.1_ASM2434783v1	na	na	na	haploid	bacteria	7647728	7647728	47.000000	5	5	5	NCBI RefSeq	GCF_024347835.1-RS_2024_10_11	2024-10-11	6982	6692	83	na
GCF_024584745.1	PRJNA224116	SAMN29019864	na	reference genome	747523	747522	Dolichospermum heterosporum TAC447	strain=NIES-1697	na	latest	Complete Genome	Major	Full	2022-08-08	ASM2458474v1	Hokkaido University	GCA_024584745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/584/745/GCF_024584745.1_ASM2458474v1	na	na	na	haploid	bacteria	5833376	5833376	38.500000	1	1	1	NCBI RefSeq	GCF_024584745.1-RS_2024_08_22	2024-08-22	5349	5109	62	na
GCF_025200965.1	PRJNA224116	SAMN06480167	na	na	459495	118562	Limnospira platensis C1	strain=C1	na	latest	Complete Genome	Major	Full	2022-09-14	ASM2520096v1	King mongkut's university of technology thonburi	GCA_025200965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/200/965/GCF_025200965.1_ASM2520096v1	na	na	na	haploid	bacteria	6400479	6400479	45.000000	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-27	6080	5311	52	na
GCF_025677855.1	PRJNA224116	SAMN14604112	na	na	1188	1188	Tolypothrix sp. PCC 7601	strain=PCC 7601	na	latest	Complete Genome	Major	Full	2022-10-13	ASM2567785v1	Helmholtz - Centre for Environmental Research	GCA_025677855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/677/855/GCF_025677855.1_ASM2567785v1	na	na	na	haploid	bacteria	10128441	10128441	40.500000	15	15	15	NCBI RefSeq	GCF_025677855.1-RS_2025_01_18	2025-01-18	8344	8018	121	na
